2023-06-05 23:54:20,521 INFO    StreamThr :12884 [internal.py:wandb_internal():86] W&B internal server running at pid: 12884, started at: 2023-06-05 23:54:20.520369
2023-06-05 23:54:20,524 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: status
2023-06-05 23:54:20,541 INFO    WriterThread:12884 [datastore.py:open_for_write():85] open: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\run-qwy98658.wandb
2023-06-05 23:54:20,542 DEBUG   SenderThread:12884 [sender.py:send():375] send: header
2023-06-05 23:54:20,586 DEBUG   SenderThread:12884 [sender.py:send():375] send: run
2023-06-05 23:54:20,996 INFO    SenderThread:12884 [dir_watcher.py:__init__():219] watching files in: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files
2023-06-05 23:54:20,999 INFO    SenderThread:12884 [sender.py:_start_run_threads():1124] run started: qwy98658 with start time 1686023660.531364
2023-06-05 23:54:20,999 DEBUG   SenderThread:12884 [sender.py:send_request():402] send_request: summary_record
2023-06-05 23:54:20,999 INFO    SenderThread:12884 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 23:54:21,006 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: check_version
2023-06-05 23:54:21,007 DEBUG   SenderThread:12884 [sender.py:send_request():402] send_request: check_version
2023-06-05 23:54:21,124 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: run_start
2023-06-05 23:54:21,147 DEBUG   HandlerThread:12884 [system_info.py:__init__():31] System info init
2023-06-05 23:54:21,147 DEBUG   HandlerThread:12884 [system_info.py:__init__():46] System info init done
2023-06-05 23:54:21,148 INFO    HandlerThread:12884 [system_monitor.py:start():181] Starting system monitor
2023-06-05 23:54:21,148 INFO    SystemMonitor:12884 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-05 23:54:21,148 INFO    HandlerThread:12884 [system_monitor.py:probe():201] Collecting system info
2023-06-05 23:54:21,151 INFO    SystemMonitor:12884 [interfaces.py:start():190] Started cpu monitoring
2023-06-05 23:54:21,152 INFO    SystemMonitor:12884 [interfaces.py:start():190] Started disk monitoring
2023-06-05 23:54:21,152 INFO    SystemMonitor:12884 [interfaces.py:start():190] Started gpu monitoring
2023-06-05 23:54:21,158 INFO    SystemMonitor:12884 [interfaces.py:start():190] Started memory monitoring
2023-06-05 23:54:21,166 INFO    SystemMonitor:12884 [interfaces.py:start():190] Started network monitoring
2023-06-05 23:54:21,174 DEBUG   HandlerThread:12884 [system_info.py:probe():195] Probing system
2023-06-05 23:54:21,176 DEBUG   HandlerThread:12884 [system_info.py:_probe_git():180] Probing git
2023-06-05 23:54:21,317 DEBUG   HandlerThread:12884 [system_info.py:_probe_git():188] Probing git done
2023-06-05 23:54:21,317 DEBUG   HandlerThread:12884 [system_info.py:probe():240] Probing system done
2023-06-05 23:54:21,317 DEBUG   HandlerThread:12884 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-06-06T03:54:21.174174', 'startedAt': '2023-06-06T03:54:20.475372', 'docker': None, 'cuda': None, 'args': ('--wandb_project', 'hw2-wandb', '--wandb_entity', 'changhyeonlim', '--data_artifact', 'changhyeonlim/hw2-wandb/NYC-Taxi:v0'), 'state': 'running', 'program': 'D:\\Code\\GitHubLawn\\MLOpsZoomcamp\\hw2_wnb\\sweep.py', 'codePath': 'MLOpsZoomcamp\\hw2_wnb\\sweep.py', 'git': {'remote': 'https://github.com/changhyeonlim/GitHubLawn.git', 'commit': '4cf124191f4ef2b83d9378fdb22720a7c249246f'}, 'email': 'changhyeonlim@gmail.com', 'root': 'D:/Code/GitHubLawn', 'host': 'DESKTOP-B0DA0VE', 'username': 'Chang Hyeon Lim', 'executable': 'C:\\Users\\Chang Hyeon Lim\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 4, 'cpu_freq': {'current': 3200.0, 'min': 0.0, 'max': 3201.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 0.0, 'max': 3201.0}], 'disk': {'total': 953.8525352478027, 'used': 29.782058715820312}, 'gpu': 'NVIDIA GeForce GTX 970', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 970', 'memory_total': 4294967296}], 'memory': {'total': 15.940975189208984}}
2023-06-05 23:54:21,317 INFO    HandlerThread:12884 [system_monitor.py:probe():211] Finished collecting system info
2023-06-05 23:54:21,317 INFO    HandlerThread:12884 [system_monitor.py:probe():214] Publishing system info
2023-06-05 23:54:21,317 DEBUG   HandlerThread:12884 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-05 23:54:21,317 DEBUG   HandlerThread:12884 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-05 23:54:21,317 INFO    HandlerThread:12884 [system_monitor.py:probe():216] Finished publishing system info
2023-06-05 23:54:21,332 DEBUG   SenderThread:12884 [sender.py:send():375] send: files
2023-06-05 23:54:21,332 INFO    SenderThread:12884 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-05 23:54:21,347 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: stop_status
2023-06-05 23:54:21,348 DEBUG   SenderThread:12884 [sender.py:send_request():402] send_request: stop_status
2023-06-05 23:54:21,454 DEBUG   SenderThread:12884 [sender.py:send():375] send: telemetry
2023-06-05 23:54:21,714 DEBUG   SenderThread:12884 [sender.py:send():375] send: use_artifact
2023-06-05 23:54:21,729 INFO    wandb-upload_0:12884 [upload_job.py:push():137] Uploaded file C:\Users\CHANGH~1\AppData\Local\Temp\tmpfx6cyssswandb\2p5wk5pz-wandb-metadata.json
2023-06-05 23:54:21,999 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_created():278] file/dir created: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\requirements.txt
2023-06-05 23:54:21,999 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_created():278] file/dir created: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\wandb-summary.json
2023-06-05 23:54:21,999 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_created():278] file/dir created: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\wandb-metadata.json
2023-06-05 23:54:23,003 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_created():278] file/dir created: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\output.log
2023-06-05 23:54:25,007 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_modified():295] file/dir modified: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\output.log
2023-06-05 23:54:25,825 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: partial_history
2023-06-05 23:54:25,825 DEBUG   SenderThread:12884 [sender.py:send():375] send: history
2023-06-05 23:54:25,825 DEBUG   SenderThread:12884 [sender.py:send_request():402] send_request: summary_record
2023-06-05 23:54:25,825 DEBUG   HandlerThread:12884 [handler.py:handle_request():144] handle_request: status_report
2023-06-05 23:54:25,825 INFO    SenderThread:12884 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 23:54:26,010 INFO    Thread-16 :12884 [dir_watcher.py:_on_file_modified():295] file/dir modified: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235420-qwy98658\files\wandb-summary.json
