2023-06-05 23:54:36,947 INFO    StreamThr :14852 [internal.py:wandb_internal():86] W&B internal server running at pid: 14852, started at: 2023-06-05 23:54:36.947206
2023-06-05 23:54:36,947 DEBUG   HandlerThread:14852 [handler.py:handle_request():144] handle_request: status
2023-06-05 23:54:36,978 INFO    WriterThread:14852 [datastore.py:open_for_write():85] open: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235436-8hgvdzg6\run-8hgvdzg6.wandb
2023-06-05 23:54:36,978 DEBUG   SenderThread:14852 [sender.py:send():375] send: header
2023-06-05 23:54:37,031 DEBUG   SenderThread:14852 [sender.py:send():375] send: run
2023-06-05 23:54:37,294 DEBUG   HandlerThread:14852 [handler.py:handle_request():144] handle_request: check_version
2023-06-05 23:54:37,299 INFO    SenderThread:14852 [dir_watcher.py:__init__():219] watching files in: D:\Code\GitHubLawn\MLOpsZoomcamp\hw2_wnb\wandb\run-20230605_235436-8hgvdzg6\files
2023-06-05 23:54:37,299 INFO    SenderThread:14852 [sender.py:_start_run_threads():1124] run started: 8hgvdzg6 with start time 1686023676.962821
2023-06-05 23:54:37,299 DEBUG   SenderThread:14852 [sender.py:send_request():402] send_request: summary_record
2023-06-05 23:54:37,300 INFO    SenderThread:14852 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-05 23:54:37,301 DEBUG   SenderThread:14852 [sender.py:send_request():402] send_request: check_version
2023-06-05 23:54:37,409 DEBUG   HandlerThread:14852 [handler.py:handle_request():144] handle_request: run_start
2023-06-05 23:54:37,432 DEBUG   HandlerThread:14852 [system_info.py:__init__():31] System info init
2023-06-05 23:54:37,432 DEBUG   HandlerThread:14852 [system_info.py:__init__():46] System info init done
2023-06-05 23:54:37,432 INFO    HandlerThread:14852 [system_monitor.py:start():181] Starting system monitor
2023-06-05 23:54:37,434 INFO    SystemMonitor:14852 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-05 23:54:37,434 INFO    HandlerThread:14852 [system_monitor.py:probe():201] Collecting system info
2023-06-05 23:54:37,436 INFO    SystemMonitor:14852 [interfaces.py:start():190] Started cpu monitoring
2023-06-05 23:54:37,437 INFO    SystemMonitor:14852 [interfaces.py:start():190] Started disk monitoring
2023-06-05 23:54:37,438 INFO    SystemMonitor:14852 [interfaces.py:start():190] Started gpu monitoring
2023-06-05 23:54:37,443 INFO    SystemMonitor:14852 [interfaces.py:start():190] Started memory monitoring
2023-06-05 23:54:37,451 INFO    SystemMonitor:14852 [interfaces.py:start():190] Started network monitoring
2023-06-05 23:54:37,460 DEBUG   HandlerThread:14852 [system_info.py:probe():195] Probing system
2023-06-05 23:54:37,460 DEBUG   HandlerThread:14852 [system_info.py:_probe_git():180] Probing git
2023-06-05 23:54:37,580 DEBUG   HandlerThread:14852 [system_info.py:_probe_git():188] Probing git done
2023-06-05 23:54:37,580 DEBUG   HandlerThread:14852 [system_info.py:probe():240] Probing system done
